bu_code;bu_naam;wk_code;wk_naam;gm_code;gm_naam;pv_code;pv_naam;es_code;es_naam;la_code;la_naam
BU04053306;Kersenboogerd-Zuid - Buurt 33 06;WK040533;Wijk 33 Kersenboogerd-Zuid;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053307;Kersenboogerd-Zuid - Buurt 33 07;WK040533;Wijk 33 Kersenboogerd-Zuid;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053308;Kersenboogerd-Zuid - Buurt 33 08;WK040533;Wijk 33 Kersenboogerd-Zuid;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053309;Kersenboogerd-Zuid - Buurt 33 09;WK040533;Wijk 33 Kersenboogerd-Zuid;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053400;Hoorn 80 - Buurt 34 00;WK040534;Wijk 34 Hoorn 80;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053401;Hoorn 80 - Buurt 34 01;WK040534;Wijk 34 Hoorn 80;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053402;Hoorn 80 - Buurt 34 02;WK040534;Wijk 34 Hoorn 80;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053501;Bangert en Oosterpolder - Buurt 35 01;WK040535;Wijk 35 Bangert en Oosterpolder;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053502;Bangert en Oosterpolder - Buurt 35 02;WK040535;Wijk 35 Bangert en Oosterpolder;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053503;Bangert en Oosterpolder - Buurt 35 03;WK040535;Wijk 35 Bangert en Oosterpolder;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053504;Bangert en Oosterpolder - Buurt 35 04;WK040535;Wijk 35 Bangert en Oosterpolder;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053505;Bangert en Oosterpolder - Buurt 35 05;WK040535;Wijk 35 Bangert en Oosterpolder;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053506;Bangert en Oosterpolder - Buurt 35 06;WK040535;Wijk 35 Bangert en Oosterpolder;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04053600;Zevenhuis - Buurt 36 00;WK040536;Wijk 36 Noord;GM0405;Hoorn;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04060001;De Noord;WK040600;Wijk 00 Oude Dorp;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060002;De Zuid;WK040600;Wijk 00 Oude Dorp;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060103;Westereng;WK040601;Wijk 01 Westereng;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060204;Flevo;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060205;Bikbergen;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060206;Crailo;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060307;Thames;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060308;IJzeren veld;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060327;Parrewijn;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060328;Tafelberger Heide;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060329;Rijsbergen;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060330;Huizerhoogt;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060409;Sijsjesberg;WK040604;Wijk 04 Staatslieden en Componistenbuurt;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060410;Zuidereng;WK040604;Wijk 04 Staatslieden en Componistenbuurt;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060511;Gooierhoofd;WK040605;Wijk 05 Havengebied;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060512;Wolfskamer;WK040605;Wijk 05 Havengebied;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060513;Industriewijk 't Plaveen;WK040605;Wijk 05 Havengebied;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060614;Bovenweg;WK040606;Wijk 06 Zenderwijk en Bovenweg;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060615;Zenderwijk;WK040606;Wijk 06 Zenderwijk en Bovenweg;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060716;Stad en Lande;WK040607;Wijk 07 Stad en Lande;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060817;Huizermaat West;WK040608;Wijk 08 Huizermaat West en Zuid;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060818;Huizermaat Zuid;WK040608;Wijk 08 Huizermaat West en Zuid;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04060919;Huizermaat Noord;WK040609;Wijk 09 Huizermaat Noord;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04061020;Bijvanck Noord;WK040610;Wijk 10 Bijvanck;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04061021;Bijvanck West;WK040610;Wijk 10 Bijvanck;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04061123;Bovenmaat Noord;WK040611;Wijk 11 Bovenmaten;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04061124;Bovenmaat West;WK040611;Wijk 11 Bovenmaten;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04061125;Bovenmaat-Oost;WK040611;Wijk 11 Bovenmaten;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04061226;Filosofenbuurt;WK040612;Wijk 12 Hogemaat;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04061231;De Tuit;WK040612;Wijk 12 Hogemaat;GM0406;Huizen;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04150000;Landsmeer;WK041500;Wijk 00 Landsmeer;GM0415;Landsmeer;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04150001;Plan Centrum-Noord;WK041500;Wijk 00 Landsmeer;GM0415;Landsmeer;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04150002;Plan Centrum-Zuid;WK041500;Wijk 00 Landsmeer;GM0415;Landsmeer;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04150003;Plan Centrum-West;WK041500;Wijk 00 Landsmeer;GM0415;Landsmeer;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04150009;Verspreide huizen ten oosten van Landsmeer;WK041500;Wijk 00 Landsmeer;GM0415;Landsmeer;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04150101;Purmerland;WK041501;Wijk 01 Ilpendam;GM0415;Landsmeer;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04150102;Den Ilp;WK041501;Wijk 01 Ilpendam;GM0415;Landsmeer;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04160000;Oudkarspel;WK041600;Wijk 00;GM0416;Langedijk;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04160001;Noord-Scharwoude;WK041600;Wijk 00;GM0416;Langedijk;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04160002;Zuid-Scharwoude;WK041600;Wijk 00;GM0416;Langedijk;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04160003;Broek op Langedijk;WK041600;Wijk 00;GM0416;Langedijk;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04160004;Laanweg en Waarddijk;WK041600;Wijk 00;GM0416;Langedijk;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04160005;Sint Pancras;WK041600;Wijk 00;GM0416;Langedijk;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04160006;Koedijk;WK041600;Wijk 00;GM0416;Langedijk;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04170320;Laren-Centrum;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170321;Laren-Natuurgebied;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170322;Omloop;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170323;Oostereng;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170324;Postiljon;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170325;Rijksweg-Noord;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170326;Rijksweg-Zuid;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170327;Steenbergen;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170328;Zevenend;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04170329;Zwarte Berg;WK041703;Laren;GM0417;Laren;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04200101;Medemblik Oude Stad;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200102;Medemblik Plan West;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200103;Medemblik Parkwijk;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200104;Medemblik Koggenwijk;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200105;Medemblik Randwijk en Gildenwijk;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200106;Medemblik Schepenwijk;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200107;Medemblik Bedrijventerrein;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200108;Medemblik Vooroever;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200109;Medemblik Zuiderzee;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200110;Medemblik Buitengebied;WK042001;Medemblik;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200201;Opperdoes Centrum;WK042002;Opperdoes;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200202;Opperdoes Buitengebied;WK042002;Opperdoes;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200301;Twisk Centrum;WK042003;Twisk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200302;Twisk Buitengebied;WK042003;Twisk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200401;Lambertschaag;WK042004;Lambertschaag;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200501;Abbekerk Centrum;WK042005;Abbekerk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200502;Abbekerk Buitengebied;WK042005;Abbekerk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200601;Sijbekarspel Centrum;WK042006;Sijbekarspel;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200602;Sijbekarspel Buitengebied;WK042006;Sijbekarspel;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200701;Benningbroek Centrum;WK042007;Benningbroek;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200702;Benningbroek Buitengebied;WK042007;Benningbroek;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200801;Wognum Centrum;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200802;Wognum Westergouw;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200803;Wognum Kreeklanden;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200804;Wognum Bloesemgaerde;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200805;Wognum Leekerweide;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200806;Wognum Oosteinde;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200807;Wognum Bedrijventerrein;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200808;Wognum Wadway;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200809;Wognum Buitengebied;WK042008;Wognum;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200901;Zwaagdijk-West Centrum;WK042009;Zwaagdijk-West;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04200902;Zwaagdijk-West Buitengebied;WK042009;Zwaagdijk-West;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201001;Nibbixwoud Centrum;WK042010;Nibbixwoud;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201002;Nibbixwoud Bedrijventerrein;WK042010;Nibbixwoud;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201003;Nibbixwoud Buitengebied;WK042010;Nibbixwoud;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201101;Midwoud Centrum;WK042011;Midwoud;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201102;Midwoud Buitengebied;WK042011;Midwoud;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201201;Oostwoud Centrum;WK042012;Oostwoud;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201202;Oostwoud Buitengebied;WK042012;Oostwoud;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201301;Hauwert;WK042013;Hauwert;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201401;Zwaagdijk-Oost Centrum;WK042014;Zwaagdijk-Oost;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201402;Zwaagdijk-Oost Bedrijventerrein;WK042014;Zwaagdijk-Oost;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201403;Zwaagdijk-Oost Buitengebied;WK042014;Zwaagdijk-Oost;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201501;Wervershoof Centrum;WK042015;Wervershoof;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201502;Wervershoof Oost;WK042015;Wervershoof;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201503;Wervershoof West;WK042015;Wervershoof;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201504;Wervershoof Vooroever;WK042015;Wervershoof;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201505;Wervershoof Buitengebied;WK042015;Wervershoof;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201506;Wervershoof Onderdijk;WK042015;Wervershoof;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201507;Wervershoof Onderdijk Aan de Vliet;WK042015;Wervershoof;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201508;Wervershoof Onderdijk Buitengebied;WK042015;Wervershoof;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201601;Andijk Centrum;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201602;Andijk Oost;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201603;Andijk Midden;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201604;Andijk Zuid;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201605;Andijk Bangert;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201606;Andijk Grootslag en IJsselhof;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201607;Andijk Vooroever;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201608;Andijk Bedrijventerrein;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201609;Andijk Waterzuivering;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04201610;Andijk Buitengebied;WK042016;Andijk;GM0420;Medemblik;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04310000;Kerkbuurt;WK043100;Wijk 00;GM0431;Oostzaan;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04310001;Zuideinde;WK043100;Wijk 00;GM0431;Oostzaan;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04310002;Kerkstraat;WK043100;Wijk 00;GM0431;Oostzaan;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04310003;De Haal en De Heul en Noordeinde;WK043100;Wijk 00;GM0431;Oostzaan;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04320000;Opmeer-Noord;WK043200;Wijk 00;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320001;Opmeer-Zuid, Spanbroek (gedeeltelijk);WK043200;Wijk 00;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320002;Zandwerven en Lutkedijk;WK043200;Wijk 00;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320003;Wadway;WK043200;Wijk 00;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320007;Verspreide huizen in De Kaag;WK043200;Wijk 00;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320009;Overige verspreide huizen;WK043200;Wijk 00;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320100;Hoogwoud;WK043201;Wijk 01;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320101;Aartswoud;WK043201;Wijk 01;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320102;Langereis (gedeeltelijk);WK043201;Wijk 01;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320103;Gouwe;WK043201;Wijk 01;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04320200;De Weere;WK043202;Wijk 02;GM0432;Opmeer;PV27;Noord-Holland;ES15;Noord-HollandNoord;31;Nederland
BU04370000;Ouderkerk aan de Amstel;WK043700;Wijk 00;GM0437;Ouder-Amstel;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04370001;Duivendrecht;WK043700;Wijk 00;GM0437;Ouder-Amstel;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04370002;Industriegebied Amstel;WK043700;Wijk 00;GM0437;Ouder-Amstel;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04370006;Verspreide huizen in de Rondehoeppolder;WK043700;Wijk 00;GM0437;Ouder-Amstel;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04370007;Verspreide huizen in de Duivendrechtsche polder;WK043700;Wijk 00;GM0437;Ouder-Amstel;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04370008;Verspreide huizen in de Bullewijker polder;WK043700;Wijk 00;GM0437;Ouder-Amstel;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04370009;Verspreide huizen langs De Bullewijk en De Hole;WK043700;Wijk 00;GM0437;Ouder-Amstel;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390101;Binnenstad;WK043901;Wijk 01 Centrum;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390102;Stationsbuurt;WK043901;Wijk 01 Centrum;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390103;Zuiderpolder;WK043901;Wijk 01 Centrum;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390201;Overwhere-Zuid;WK043902;Wijk 02 Overwhere;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390202;De Koog;WK043902;Wijk 02 Overwhere;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390203;Wagenweg;WK043902;Wijk 02 Overwhere;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390204;Overwhere-Noord;WK043902;Wijk 02 Overwhere;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390205;Molenkoog;WK043902;Wijk 02 Overwhere;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390301;Wheermolen-West;WK043903;Wijk 03 Wheermolen;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390302;Wheermolen-Oost;WK043903;Wijk 03 Wheermolen;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390303;Dwarsgouw;WK043903;Wijk 03 Wheermolen;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390401;Gors-Zuid;WK043904;Wijk 04 Gors;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390402;Gors-Noord;WK043904;Wijk 04 Gors;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390501;Overlanderstraat en omgeving;WK043905;Wijk 05 Purmer-Noord;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390502;Werktuigenbuurt;WK043905;Wijk 05 Purmer-Noord;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390503;Maten- en Zuivelbuurt;WK043905;Wijk 05 Purmer-Noord;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390504;De Graeffweg en omgeving;WK043905;Wijk 05 Purmer-Noord;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390505;Baanstee en omgeving;WK043905;Wijk 05 Purmer-Noord;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390506;Golfterrein en verspreide bebouwing;WK043905;Wijk 05 Purmer-Noord;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390601;Purmer-Zuid/Noord;WK043906;Wijk 06 Purmer-Zuid;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390602;Purmer-Zuid/Zuid;WK043906;Wijk 06 Purmer-Zuid;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390603;Purmerbos en verspreide bebouwing;WK043906;Wijk 06 Purmer-Zuid;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390701;Hazepolder;WK043907;Wijk 07 Weidevenne;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390702;Azië;WK043907;Wijk 07 Weidevenne;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390703;Amerika;WK043907;Wijk 07 Weidevenne;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390704;Afrika;WK043907;Wijk 07 Weidevenne;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
BU04390705;Europa;WK043907;Wijk 07 Weidevenne;GM0439;Purmerend;PV27;Noord-Holland;ES16;Noord-HollandZuid;31;Nederland
